study,report,authors,crop,p_dependency,farm_size,habitat,agr_intensity,distance_m,distance_measure,abundance_all,abundance_wild,sites,location,pollinator,sampling_effort,sampling_method,sampling_time_min,total_sampling_time_min,source
Toledo,Toledo,Toledo-Hernandez et al. 2021,cocoa,Essential (90-100%),Small (<2ha),other,low,130,reported,4,4,18,Plot N_2,Diptera,3,passive,1440,4320,corresponding author(s)
Toledo,Toledo,Toledo-Hernandez et al. 2021,cocoa,Essential (90-100%),Small (<2ha),other,low,192,reported,4,4,18,Plot N_5,Diptera,3,passive,1440,4320,corresponding author(s)
Toledo,Toledo,Toledo-Hernandez et al. 2021,cocoa,Essential (90-100%),Small (<2ha),other,low,2140,reported,4,4,18,Plot N_14,Diptera,3,passive,1440,4320,corresponding author(s)
Toledo,Toledo,Toledo-Hernandez et al. 2021,cocoa,Essential (90-100%),Small (<2ha),other,low,387,reported,5,5,18,Plot N_7,Diptera,3,passive,1440,4320,corresponding author(s)
Toledo,Toledo,Toledo-Hernandez et al. 2021,cocoa,Essential (90-100%),Small (<2ha),other,low,306,reported,6,6,18,Plot N_3,Diptera,3,passive,1440,4320,corresponding author(s)
Toledo,Toledo,Toledo-Hernandez et al. 2021,cocoa,Essential (90-100%),Small (<2ha),other,low,3094,reported,7,7,18,Plot N_11,Diptera,3,passive,1440,4320,corresponding author(s)
Toledo,Toledo,Toledo-Hernandez et al. 2021,cocoa,Essential (90-100%),Small (<2ha),other,low,1773,reported,7,7,18,Plot N_13,Diptera,3,passive,1440,4320,corresponding author(s)
Toledo,Toledo,Toledo-Hernandez et al. 2021,cocoa,Essential (90-100%),Small (<2ha),other,low,2842,reported,8,8,18,Plot N_16,Diptera,3,passive,1440,4320,corresponding author(s)
Toledo,Toledo,Toledo-Hernandez et al. 2021,cocoa,Essential (90-100%),Small (<2ha),other,low,2216,reported,8,8,18,Plot N_17,Diptera,3,passive,1440,4320,corresponding author(s)
Toledo,Toledo,Toledo-Hernandez et al. 2021,cocoa,Essential (90-100%),Small (<2ha),other,low,426,reported,9,9,18,Plot N_4,Diptera,3,passive,1440,4320,corresponding author(s)
Toledo,Toledo,Toledo-Hernandez et al. 2021,cocoa,Essential (90-100%),Small (<2ha),other,low,170,reported,9,9,18,Plot N_9,Diptera,3,passive,1440,4320,corresponding author(s)
Toledo,Toledo,Toledo-Hernandez et al. 2021,cocoa,Essential (90-100%),Small (<2ha),other,low,3169,reported,9,9,18,Plot N_12,Diptera,3,passive,1440,4320,corresponding author(s)
Toledo,Toledo,Toledo-Hernandez et al. 2021,cocoa,Essential (90-100%),Small (<2ha),other,low,479,reported,10,10,18,Plot N_6,Diptera,3,passive,1440,4320,corresponding author(s)
Toledo,Toledo,Toledo-Hernandez et al. 2021,cocoa,Essential (90-100%),Small (<2ha),other,low,2949,reported,14,14,18,Plot N_10,Diptera,3,passive,1440,4320,corresponding author(s)
Toledo,Toledo,Toledo-Hernandez et al. 2021,cocoa,Essential (90-100%),Small (<2ha),other,low,2396,reported,28,28,18,Plot N_18,Diptera,3,passive,1440,4320,corresponding author(s)
Vogel(a),Vogel(a),Vogel et al. 2021,pigeonpea,Modest (10-40%),Small (<2 ha),other,low,140,estimated,0,0,10,V4,Bees,3,active,10,30,corresponding author(s)
Vogel(a),Vogel(a),Vogel et al. 2021,pigeonpea,Modest (10-40%),Small (<2 ha),other,low,10,estimated,2,0,10,V2,Bees,3,active,10,30,corresponding author(s)
Vogel(a),Vogel(a),Vogel et al. 2021,pigeonpea,Modest (10-40%),Small (<2 ha),other,low,40,estimated,2,2,10,V27,Bees,3,active,10,30,corresponding author(s)
Vogel(a),Vogel(a),Vogel et al. 2021,pigeonpea,Modest (10-40%),Small (<2 ha),other,low,20,estimated,6,2,10,V26,Bees,3,active,10,30,corresponding author(s)
Vogel(a),Vogel(a),Vogel et al. 2021,pigeonpea,Modest (10-40%),Small (<2 ha),other,low,25,estimated,6,4,10,V32,Bees,3,active,10,30,corresponding author(s)
Vogel(a),Vogel(a),Vogel et al. 2021,pigeonpea,Modest (10-40%),Small (<2 ha),other,low,250,estimated,8,7,10,V25,Bees,3,active,10,30,corresponding author(s)
Vogel(a),Vogel(a),Vogel et al. 2021,pigeonpea,Modest (10-40%),Small (<2 ha),other,low,25,estimated,16,14,10,V28,Bees,3,active,10,30,corresponding author(s)
Vogel(a),Vogel(a),Vogel et al. 2021,pigeonpea,Modest (10-40%),Small (<2 ha),other,low,20,estimated,18,0,10,V31,Bees,3,active,10,30,corresponding author(s)
Vogel(a),Vogel(a),Vogel et al. 2021,pigeonpea,Modest (10-40%),Small (<2 ha),other,low,20,estimated,22,1,10,V30,Bees,3,active,10,30,corresponding author(s)
Vogel(b),Vogel(b),Vogel et al. 2023,pumpkin,Essential (90-100%),0.5-1.4,other,low,75,estimated,2,1,24,V21,Insecta,3,active,15,45,open access data
Vogel(b),Vogel(b),Vogel et al. 2023,pumpkin,Essential (90-100%),0.5-1.4,other,low,5,estimated,4,4,24,V19,Insecta,3,active,15,45,open access data
Vogel(b),Vogel(b),Vogel et al. 2023,pumpkin,Essential (90-100%),0.5-1.4,other,low,50,estimated,5,2,24,V18,Insecta,3,active,15,45,open access data
Vogel(b),Vogel(b),Vogel et al. 2023,pumpkin,Essential (90-100%),0.5-1.4,other,low,20,estimated,6,4,24,V6,Insecta,3,active,15,45,open access data
Vogel(b),Vogel(b),Vogel et al. 2023,pumpkin,Essential (90-100%),0.5-1.4,other,low,70,estimated,7,1,24,V11,Insecta,3,active,15,45,open access data
Vogel(b),Vogel(b),Vogel et al. 2023,pumpkin,Essential (90-100%),0.5-1.4,other,low,12,estimated,8,3,24,V14,Insecta,3,active,15,45,open access data
Vogel(b),Vogel(b),Vogel et al. 2023,pumpkin,Essential (90-100%),0.5-1.4,other,low,NA,estimated,8,4,24,V16,Insecta,3,active,15,45,open access data
Vogel(b),Vogel(b),Vogel et al. 2023,pumpkin,Essential (90-100%),0.5-1.4,other,low,25,estimated,8,3,24,V2,Insecta,3,active,15,45,open access data
Vogel(b),Vogel(b),Vogel et al. 2023,pumpkin,Essential (90-100%),0.5-1.4,other,low,200,estimated,9,2,24,V20,Insecta,3,active,15,45,open access data
Vogel(b),Vogel(b),Vogel et al. 2023,pumpkin,Essential (90-100%),0.5-1.4,other,low,15,estimated,10,0,24,V23,Insecta,3,active,15,45,open access data
Vogel(b),Vogel(b),Vogel et al. 2023,pumpkin,Essential (90-100%),0.5-1.4,other,low,25,estimated,11,1,24,V10,Insecta,3,active,15,45,open access data
Vogel(b),Vogel(b),Vogel et al. 2023,pumpkin,Essential (90-100%),0.5-1.4,other,low,170,estimated,12,1,24,V1,Insecta,3,active,15,45,open access data
Vogel(b),Vogel(b),Vogel et al. 2023,pumpkin,Essential (90-100%),0.5-1.4,other,low,15,estimated,17,5,24,V4,Insecta,3,active,15,45,open access data
Vogel(b),Vogel(b),Vogel et al. 2023,pumpkin,Essential (90-100%),0.5-1.4,other,low,70,estimated,19,4,24,V3,Insecta,3,active,15,45,open access data
Vogel(b),Vogel(b),Vogel et al. 2023,pumpkin,Essential (90-100%),0.5-1.4,other,low,30,estimated,23,1,24,V17,Insecta,3,active,15,45,open access data
Vogel(b),Vogel(b),Vogel et al. 2023,pumpkin,Essential (90-100%),0.5-1.4,other,low,95,estimated,23,0,24,V22,Insecta,3,active,15,45,open access data
Vogel(b),Vogel(b),Vogel et al. 2023,pumpkin,Essential (90-100%),0.5-1.4,other,low,30,estimated,24,0,24,V9,Insecta,3,active,15,45,open access data
Vogel(b),Vogel(b),Vogel et al. 2023,pumpkin,Essential (90-100%),0.5-1.4,other,low,69,estimated,30,2,24,V5,Insecta,3,active,15,45,open access data
Vogel(b),Vogel(b),Vogel et al. 2023,pumpkin,Essential (90-100%),0.5-1.4,other,low,10,estimated,40,5,24,V8,Insecta,3,active,15,45,open access data
Vogel(b),Vogel(b),Vogel et al. 2023,pumpkin,Essential (90-100%),0.5-1.4,other,low,55,estimated,42,1,24,V13,Insecta,3,active,15,45,open access data
Vogel(b),Vogel(b),Vogel et al. 2023,pumpkin,Essential (90-100%),0.5-1.4,other,low,15,estimated,48,0,24,V15,Insecta,3,active,15,45,open access data
Vogel(b),Vogel(b),Vogel et al. 2023,pumpkin,Essential (90-100%),0.5-1.4,other,low,45,estimated,60,9,24,V7,Insecta,3,active,15,45,open access data
Vogel(b),Vogel(b),Vogel et al. 2023,pumpkin,Essential (90-100%),0.5-1.4,other,low,90,estimated,70,1,24,V24,Insecta,3,active,15,45,open access data
Vogel(b),Vogel(b),Vogel et al. 2023,pumpkin,Essential (90-100%),0.5-1.4,other,low,80,estimated,136,3,24,V12,Insecta,3,active,15,45,open access data
Wayo,Wayo,Wayo et al. 2020,"longan, mango, coconut",NA,Medium (2-15 ha),forest,low,163.95,reported,0,0,30,PL04,Stingless Bees,2,active,10,20?,corresponding author(s)
Wayo,Wayo,Wayo et al. 2020,"longan, mango, coconut",NA,Medium (2-15 ha),forest,low,164.78,reported,0,0,30,PL05,Stingless Bees,2,active,10,20?,corresponding author(s)
Wayo,Wayo,Wayo et al. 2020,"longan, mango, coconut",NA,Medium (2-15 ha),forest,low,290.79,reported,0,0,30,PL07,Stingless Bees,2,active,10,20?,corresponding author(s)
Wayo,Wayo,Wayo et al. 2020,"longan, mango, coconut",NA,Medium (2-15 ha),forest,low,455.09,reported,0,0,30,PL08,Stingless Bees,2,active,10,20?,corresponding author(s)
Wayo,Wayo,Wayo et al. 2020,"longan, mango, coconut",NA,Medium (2-15 ha),forest,low,575.93,reported,0,0,30,PL09,Stingless Bees,2,active,10,20?,corresponding author(s)
Wayo,Wayo,Wayo et al. 2020,"longan, mango, coconut",NA,Medium (2-15 ha),forest,low,704.24,reported,0,0,30,PL10,Stingless Bees,2,active,10,20?,corresponding author(s)
Wayo,Wayo,Wayo et al. 2020,"longan, mango, coconut",NA,Medium (2-15 ha),forest,low,191.1,reported,0,0,30,SK11,Stingless Bees,2,active,10,20?,corresponding author(s)
Wayo,Wayo,Wayo et al. 2020,"longan, mango, coconut",NA,Medium (2-15 ha),forest,low,9936.99,reported,0,0,30,ST04,Stingless Bees,2,active,10,20?,corresponding author(s)
Wayo,Wayo,Wayo et al. 2020,"longan, mango, coconut",NA,Medium (2-15 ha),forest,low,0,reported,0.5,0.5,30,PL01,Stingless Bees,2,active,10,20?,corresponding author(s)
Wayo,Wayo,Wayo et al. 2020,"longan, mango, coconut",NA,Medium (2-15 ha),forest,low,79.2,reported,0.5,0.5,30,PL03,Stingless Bees,2,active,10,20?,corresponding author(s)
Wayo,Wayo,Wayo et al. 2020,"longan, mango, coconut",NA,Medium (2-15 ha),forest,low,101.94,reported,0.75,0.75,30,SK10,Stingless Bees,2,active,10,20?,corresponding author(s)
Wayo,Wayo,Wayo et al. 2020,"longan, mango, coconut",NA,Medium (2-15 ha),forest,low,191.11,reported,1.25,1.25,30,PL06,Stingless Bees,2,active,10,20?,corresponding author(s)
Wayo,Wayo,Wayo et al. 2020,"longan, mango, coconut",NA,Medium (2-15 ha),forest,low,4688.05,reported,1.375,1.375,30,ST02,Stingless Bees,2,active,10,20?,corresponding author(s)
Wayo,Wayo,Wayo et al. 2020,"longan, mango, coconut",NA,Medium (2-15 ha),forest,low,260.89,reported,1.5,1.5,30,SK12,Stingless Bees,2,active,10,20?,corresponding author(s)
Wayo,Wayo,Wayo et al. 2020,"longan, mango, coconut",NA,Medium (2-15 ha),forest,low,45.12,reported,1.75,1.75,30,PL02,Stingless Bees,2,active,10,20?,corresponding author(s)
Wayo,Wayo,Wayo et al. 2020,"longan, mango, coconut",NA,Medium (2-15 ha),forest,low,498.03,reported,2.5,2.5,30,SK13,Stingless Bees,2,active,10,20?,corresponding author(s)
Wayo,Wayo,Wayo et al. 2020,"longan, mango, coconut",NA,Medium (2-15 ha),forest,low,2330.01,reported,3,3,30,ST01,Stingless Bees,2,active,10,20?,corresponding author(s)
Wayo,Wayo,Wayo et al. 2020,"longan, mango, coconut",NA,Medium (2-15 ha),forest,low,5767.99,reported,3.25,3.25,30,ST03,Stingless Bees,2,active,10,20?,corresponding author(s)
Wayo,Wayo,Wayo et al. 2020,"longan, mango, coconut",NA,Medium (2-15 ha),forest,low,731.25,reported,4,4,30,SK01,Stingless Bees,2,active,10,20?,corresponding author(s)
Wayo,Wayo,Wayo et al. 2020,"longan, mango, coconut",NA,Medium (2-15 ha),forest,low,3045.69,reported,5,5,30,SK07,Stingless Bees,2,active,10,20?,corresponding author(s)
Wayo,Wayo,Wayo et al. 2020,"longan, mango, coconut",NA,Medium (2-15 ha),forest,low,2242.13,reported,5.5,5.5,30,SK05,Stingless Bees,2,active,10,20?,corresponding author(s)
Wayo,Wayo,Wayo et al. 2020,"longan, mango, coconut",NA,Medium (2-15 ha),forest,low,788.14,reported,6,6,30,SK15,Stingless Bees,2,active,10,20?,corresponding author(s)
Wayo,Wayo,Wayo et al. 2020,"longan, mango, coconut",NA,Medium (2-15 ha),forest,low,533.17,reported,8.375,8.375,30,SK14,Stingless Bees,2,active,10,20?,corresponding author(s)
Wayo,Wayo,Wayo et al. 2020,"longan, mango, coconut",NA,Medium (2-15 ha),forest,low,1465.88,reported,10,10,30,SK16,Stingless Bees,2,active,10,20?,corresponding author(s)
Wayo,Wayo,Wayo et al. 2020,"longan, mango, coconut",NA,Medium (2-15 ha),forest,low,101.12,reported,12,12,30,SK09,Stingless Bees,2,active,10,20?,corresponding author(s)
Wayo,Wayo,Wayo et al. 2020,"longan, mango, coconut",NA,Medium (2-15 ha),forest,low,1410.95,reported,15,15,30,SK04,Stingless Bees,2,active,10,20?,corresponding author(s)
Wayo,Wayo,Wayo et al. 2020,"longan, mango, coconut",NA,Medium (2-15 ha),forest,low,3032.59,reported,16.5,16.5,30,SK06,Stingless Bees,2,active,10,20?,corresponding author(s)
Wayo,Wayo,Wayo et al. 2020,"longan, mango, coconut",NA,Medium (2-15 ha),forest,low,4567.65,reported,18.5,18.5,30,SK08,Stingless Bees,2,active,10,20?,corresponding author(s)
Wayo,Wayo,Wayo et al. 2020,"longan, mango, coconut",NA,Medium (2-15 ha),forest,low,1148.16,reported,35.5,35.5,30,SK02,Stingless Bees,2,active,10,20?,corresponding author(s)
Wayo,Wayo,Wayo et al. 2020,"longan, mango, coconut",NA,Medium (2-15 ha),forest,low,1152.62,reported,45.5,45.5,30,SK03,Stingless Bees,2,active,10,20?,corresponding author(s)
